frame, gt_idx, det_idx,  IoU, JIoU(det&gt), JIoU(det&gt_unc), JIoU ratio
005307,     0,      0,  0.81,   0.76,     0.91,     0.83
005308,     2,      0,  0.84,   0.83,     0.81,     1.03
005309,     0,      0,  0.74,   0.48,     0.35,     1.37
005311,     2,      2,  0.81,   0.77,     0.90,     0.85
005311,     3,      0,  0.87,   0.83,     0.68,     1.22
005311,     4,      3,  0.86,   0.84,     0.80,     1.06
005312,     0,      0,  0.93,   0.75,     1.00,     0.75
005312,     2,      3,  0.08,   0.57,     0.75,     0.75
005312,     3,      2,  0.65,   0.69,     0.66,     1.04
005312,     4,      1,  0.76,   0.73,     0.82,     0.89
005312,     6,      5,  0.01,   0.65,     0.60,     1.07
005313,     0,      0,  0.88,   0.84,     0.92,     0.91
005315,     1,      1,  0.87,   0.85,     0.85,     1.00
005315,     2,      2,  0.77,   0.79,     0.85,     0.93
005315,     3,      3,  0.83,   0.82,     0.74,     1.11
005316,     3,      0,  0.95,   0.82,     0.91,     0.91
005316,     4,      1,  0.82,   0.71,     0.55,     1.28
005316,     5,      2,  0.89,   0.82,     0.83,     0.98
005316,     6,     -1,  0.00,   0.00,     0.36,     0.00
005318,     0,      3,  0.90,   0.48,     0.39,     1.24
005318,     1,      0,  0.93,   0.79,     1.00,     0.79
005318,     4,      8,  0.85,   0.82,     0.72,     1.13
005318,     5,      4,  0.43,   0.55,     0.39,     1.41
005318,     9,     13,  0.63,   0.45,     0.32,     1.43
005319,     2,      1,  0.91,   0.76,     1.00,     0.76
005319,     4,      2,  0.84,   0.83,     0.89,     0.93
005319,     5,      3,  0.69,   0.69,     0.83,     0.83
005321,     0,      3,  0.96,   0.60,     0.49,     1.23
005321,     3,      1,  0.94,   0.81,     0.93,     0.87
005321,     4,      0,  0.92,   0.82,     0.93,     0.89
005321,     5,      7,  0.83,   0.79,     0.65,     1.22
005321,     6,      4,  0.88,   0.85,     0.86,     0.99
005321,    10,      6,  0.88,   0.43,     0.27,     1.56
005323,     0,      0,  0.63,   0.63,     0.78,     0.81
005325,     0,      2,  0.76,   0.76,     0.77,     0.99
005325,     1,      1,  0.77,   0.79,     0.71,     1.12
005325,     2,      0,  0.84,   0.82,     0.76,     1.09
005328,     1,      0,  0.85,   0.87,     0.75,     1.16
005330,     2,      1,  0.87,   0.74,     1.00,     0.74
005330,     3,      2,  0.86,   0.82,     0.89,     0.92
005330,     4,      3,  0.83,   0.78,     0.62,     1.25
005330,     5,      5,  0.00,   0.59,     0.40,     1.48
005333,     0,      0,  0.84,   0.76,     0.94,     0.82
005333,     1,      1,  0.95,   0.86,     0.89,     0.97
005333,     2,      2,  0.86,   0.77,     0.85,     0.90
005333,     4,      4,  0.91,   0.74,     0.62,     1.19
005333,     5,      3,  0.85,   0.80,     0.84,     0.96
005333,     7,     -1,  0.00,   0.00,     0.27,     0.00
005334,     0,      2,  0.82,   0.35,     0.23,     1.50
005334,     3,      1,  0.82,   0.80,     0.86,     0.93
005335,     2,      2,  0.74,   0.69,     0.91,     0.76
005336,     1,      0,  0.94,   0.78,     1.00,     0.78
005337,     0,      1,  0.80,   0.79,     0.86,     0.92
005337,     1,      2,  0.65,   0.74,     0.71,     1.05
005342,     3,      1,  0.86,   0.82,     0.87,     0.94
005345,     0,      2,  0.92,   0.78,     1.00,     0.78
005345,     1,      1,  0.92,   0.78,     1.00,     0.78
005345,     2,      0,  0.83,   0.79,     0.90,     0.87
005345,     3,      3,  0.87,   0.83,     0.89,     0.94
005345,     4,      4,  0.86,   0.51,     0.41,     1.25
005347,     1,      1,  0.79,   0.79,     0.79,     1.01
005347,     2,      3,  0.54,   0.57,     0.45,     1.25
005349,     0,      0,  0.95,   0.75,     1.00,     0.75
005349,     1,      1,  0.93,   0.76,     1.00,     0.76
005350,     2,      1,  0.94,   0.77,     1.00,     0.77
005350,     3,      0,  0.83,   0.76,     0.91,     0.83
005350,     4,      2,  0.85,   0.82,     0.90,     0.91
005350,     5,      4,  0.91,   0.85,     0.88,     0.96
005350,     6,      5,  0.93,   0.84,     0.69,     1.21
005359,     1,      1,  0.65,   0.67,     0.92,     0.74
005360,     1,      0,  0.94,   0.76,     1.00,     0.76
005360,     2,      1,  0.89,   0.78,     1.00,     0.78
005360,     3,      4,  0.94,   0.86,     0.82,     1.04
005365,     0,      3,  0.69,   0.68,     0.73,     0.93
005365,     1,      2,  0.29,   0.39,     0.63,     0.61
005365,     2,      1,  0.78,   0.52,     0.37,     1.38
005365,     3,      0,  0.81,   0.78,     0.92,     0.85
005366,     1,      1,  0.92,   0.78,     1.00,     0.78
005366,     2,      2,  0.89,   0.73,     1.00,     0.73
005366,     5,      3,  0.90,   0.85,     0.90,     0.95
005366,     7,      6,  0.87,   0.86,     0.80,     1.08
005366,     8,      5,  0.79,   0.60,     0.49,     1.22
005366,     9,      7,  0.71,   0.49,     0.40,     1.23
005368,     1,      0,  0.90,   0.83,     0.92,     0.90
005369,     2,      0,  0.81,   0.80,     0.88,     0.91
005371,     0,      0,  0.85,   0.77,     1.00,     0.77
005371,     1,      3,  0.78,   0.80,     0.93,     0.86
005371,     2,      2,  0.87,   0.83,     0.91,     0.91
005371,     3,      1,  0.86,   0.85,     0.92,     0.93
005371,     4,      4,  0.87,   0.88,     0.81,     1.08
005371,     7,      5,  0.90,   0.88,     0.78,     1.13
005372,     0,      0,  0.89,   0.76,     1.00,     0.76
005375,     0,      1,  0.85,   0.42,     0.27,     1.52
005375,     1,      0,  0.85,   0.82,     0.83,     0.98
005378,     0,      0,  0.63,   0.62,     0.88,     0.71
005379,     0,      2,  0.92,   0.76,     1.00,     0.76
005379,     1,      0,  0.89,   0.80,     0.95,     0.84
005379,     3,      3,  0.93,   0.87,     0.90,     0.97
005379,     4,      4,  0.92,   0.86,     0.89,     0.96
005379,     5,      5,  0.87,   0.87,     0.83,     1.05
005379,     6,      6,  0.86,   0.60,     0.37,     1.60
005381,     1,      2,  0.94,   0.77,     1.00,     0.77
005381,     3,     10,  0.92,   0.80,     0.64,     1.25
005381,     4,      6,  0.91,   0.83,     0.90,     0.92
005381,     5,      7,  0.89,   0.84,     0.80,     1.05
005381,     6,      5,  0.86,   0.73,     0.94,     0.78
005381,     7,      3,  0.89,   0.77,     0.91,     0.84
005381,     8,      4,  0.93,   0.85,     0.87,     0.97
005381,     9,      0,  0.83,   0.77,     0.91,     0.84
005385,     0,      0,  0.94,   0.77,     1.00,     0.77
005385,     1,      2,  0.73,   0.39,     0.24,     1.61
005385,     3,      1,  0.82,   0.74,     0.84,     0.88
005386,     0,      0,  0.90,   0.75,     1.00,     0.75
005386,     2,      3,  0.86,   0.73,     0.94,     0.77
005386,     3,      7,  0.84,   0.73,     0.92,     0.79
005386,     4,     11,  0.78,   0.72,     0.59,     1.22
005386,     5,      4,  0.79,   0.74,     0.87,     0.85
005386,     6,      5,  0.85,   0.76,     0.91,     0.84
005386,     7,     -1,  0.00,   0.00,     0.78,     0.00
005386,     8,      9,  0.91,   0.88,     0.72,     1.22
005386,     9,     -1,  0.00,   0.00,     0.68,     0.00
005386,    11,      1,  0.95,   0.85,     0.89,     0.95
005386,    12,      6,  0.86,   0.82,     0.73,     1.13
005389,     0,      0,  0.91,   0.78,     1.00,     0.78
005389,     2,      2,  0.94,   0.89,     0.71,     1.25
005391,     0,      0,  0.87,   0.78,     1.00,     0.78
005404,     1,      2,  0.88,   0.56,     0.44,     1.28
005405,     0,      1,  0.76,   0.49,     0.36,     1.38
005405,     1,      0,  0.89,   0.81,     0.90,     0.90
005413,     1,      0,  0.87,   0.86,     0.82,     1.05
005415,     0,      0,  0.88,   0.78,     1.00,     0.78
005415,     1,      1,  0.80,   0.74,     0.93,     0.80
005415,     4,      6,  0.87,   0.88,     0.70,     1.25
005423,     0,      0,  0.88,   0.78,     1.00,     0.78
005423,     1,      2,  0.84,   0.75,     1.00,     0.75
005423,     2,      1,  0.86,   0.84,     0.89,     0.94
005423,     3,      3,  0.76,   0.74,     0.85,     0.87
005423,     4,      4,  0.84,   0.83,     0.75,     1.11
005426,     3,      4,  0.85,   0.69,     1.00,     0.69
005426,     4,      5,  0.84,   0.70,     1.00,     0.70
005426,     5,     10,  0.81,   0.74,     0.87,     0.85
005426,     6,      6,  0.88,   0.80,     0.90,     0.89
005426,     7,      8,  0.75,   0.74,     0.61,     1.22
005426,     8,     19,  0.81,   0.77,     0.74,     1.04
005426,    10,      2,  0.93,   0.81,     0.93,     0.87
005426,    11,      7,  0.94,   0.81,     0.90,     0.90
005426,    12,     -1,  0.00,   0.00,     0.39,     0.00
005427,     1,      2,  0.90,   0.75,     1.00,     0.75
005427,     2,      1,  0.92,   0.81,     0.93,     0.88
005427,     3,      6,  0.83,   0.79,     0.76,     1.04
005427,     4,      3,  0.90,   0.85,     0.76,     1.12
005427,     5,      4,  0.87,   0.79,     0.89,     0.89
005427,     6,      8,  0.84,   0.81,     0.66,     1.22
005427,     7,      5,  0.89,   0.87,     0.77,     1.13
005427,     8,     10,  0.26,   0.68,     0.64,     1.07
005427,     9,     12,  0.77,   0.60,     0.43,     1.41
005430,     3,      5,  0.88,   0.76,     0.87,     0.87
005430,     5,      1,  0.88,   0.80,     0.87,     0.92
005431,     0,      2,  0.96,   0.81,     0.93,     0.87
005431,     1,      0,  0.95,   0.79,     1.00,     0.79
005431,     2,      5,  0.92,   0.89,     0.75,     1.19
005431,     4,      1,  0.95,   0.80,     0.90,     0.89
005431,     5,     11,  0.82,   0.72,     0.76,     0.95
005431,     6,      8,  0.77,   0.75,     0.59,     1.26
005431,     8,      7,  0.05,   0.71,     0.71,     1.01
005431,    11,      6,  0.69,   0.47,     0.33,     1.44
005437,     0,      0,  0.88,   0.81,     0.84,     0.97
005441,     0,      0,  0.91,   0.77,     1.00,     0.77
005443,     3,      2,  0.85,   0.71,     0.91,     0.77
005443,     4,      5,  0.78,   0.76,     0.78,     0.97
005443,     5,      6,  0.85,   0.76,     0.90,     0.85
005443,     6,     -1,  0.00,   0.00,     0.59,     0.00
005443,     8,      3,  0.88,   0.82,     0.92,     0.89
005443,     9,      7,  0.95,   0.86,     0.82,     1.05
005444,     0,      0,  0.88,   0.82,     0.73,     1.12
005445,     0,      0,  0.93,   0.74,     0.85,     0.87
005448,     0,      5,  0.68,   0.52,     0.33,     1.59
005448,     1,      0,  0.78,   0.72,     1.00,     0.72
005449,     0,      6,  0.85,   0.78,     0.81,     0.96
005449,     1,      2,  0.93,   0.85,     0.91,     0.93
005449,     2,      5,  0.86,   0.80,     0.89,     0.90
005449,     3,      3,  0.90,   0.82,     0.86,     0.95
005449,     4,      7,  0.76,   0.71,     0.91,     0.78
005449,     5,      4,  0.84,   0.69,     1.00,     0.69
005449,     6,      1,  0.89,   0.72,     1.00,     0.72
005449,     7,      0,  0.88,   0.76,     1.00,     0.76
005450,     0,      0,  0.89,   0.78,     0.94,     0.83
005450,     1,      1,  0.74,   0.56,     0.39,     1.46
005453,     1,      0,  0.94,   0.78,     1.00,     0.78
005453,     2,      1,  0.92,   0.79,     1.00,     0.79
005453,     3,      3,  0.89,   0.82,     0.85,     0.97
005453,     6,      4,  0.87,   0.66,     0.47,     1.42
005458,     1,      1,  0.84,   0.75,     0.90,     0.83
005459,     2,      0,  0.86,   0.52,     0.39,     1.31
005459,     3,      2,  0.68,   0.47,     0.31,     1.49
005460,     1,      0,  0.96,   0.85,     0.80,     1.07
005461,     5,      8,  0.72,   0.65,     0.85,     0.76
005461,     6,      6,  0.88,   0.76,     0.89,     0.85
005461,     7,      7,  0.88,   0.85,     0.80,     1.07
005465,     0,      9,  0.77,   0.70,     0.52,     1.34
005465,     1,      5,  0.91,   0.85,     0.69,     1.22
005465,     2,      4,  0.94,   0.87,     0.88,     0.98
005465,     3,      2,  0.85,   0.73,     0.90,     0.80
005465,     5,      0,  0.95,   0.79,     1.00,     0.79
005466,     0,      0,  0.91,   0.78,     1.00,     0.78
005466,     1,      1,  0.93,   0.76,     1.00,     0.76
005466,     2,      3,  0.80,   0.80,     0.88,     0.90
005466,     3,      2,  0.93,   0.81,     0.93,     0.88
005466,     4,      4,  0.80,   0.61,     0.49,     1.23
005466,     5,      6,  0.79,   0.79,     0.67,     1.17
005466,     6,      5,  0.80,   0.76,     0.64,     1.18
005467,     5,      0,  0.89,   0.76,     1.00,     0.76
005472,    10,      0,  0.87,   0.86,     0.82,     1.04
005473,     3,      0,  0.90,   0.83,     0.83,     1.00
005473,     4,      3,  0.69,   0.62,     0.45,     1.36
005476,     2,      1,  0.82,   0.87,     0.82,     1.05
005479,     1,      2,  0.94,   0.76,     1.00,     0.76
005479,     2,      0,  0.78,   0.75,     0.94,     0.79
005479,     3,      1,  0.86,   0.81,     0.94,     0.86
005479,     4,      4,  0.88,   0.85,     0.82,     1.04
005479,     5,      3,  0.91,   0.80,     0.66,     1.22
005479,     6,      7,  0.83,   0.74,     0.58,     1.29
005479,     7,      5,  0.85,   0.84,     0.74,     1.13
005481,     1,      4,  0.87,   0.79,     0.94,     0.84
005481,     3,      1,  0.95,   0.80,     1.00,     0.80
005481,     4,      2,  0.91,   0.82,     0.93,     0.89
005481,     5,      5,  0.87,   0.84,     0.81,     1.03
005481,     6,      6,  0.85,   0.66,     0.54,     1.23
005481,     7,      7,  0.80,   0.36,     0.29,     1.27
005481,     8,      9,  0.84,   0.40,     0.24,     1.63
005481,     9,     -1,  0.00,   0.00,     0.57,     0.00
005482,     4,      1,  0.85,   0.80,     0.92,     0.87
005484,     2,      0,  0.88,   0.79,     0.84,     0.94
005486,     0,      0,  0.88,   0.77,     1.00,     0.77
005486,     1,      2,  0.91,   0.76,     1.00,     0.76
005486,     2,      1,  0.93,   0.76,     1.00,     0.76
005486,     3,      3,  0.88,   0.81,     0.93,     0.87
005486,     4,      4,  0.86,   0.84,     0.76,     1.11
005486,     5,      5,  0.81,   0.50,     0.35,     1.44
005487,     1,      0,  0.91,   0.75,     1.00,     0.75
005487,     2,      2,  0.89,   0.74,     0.91,     0.81
005487,     3,      4,  0.89,   0.83,     0.87,     0.95
005487,     4,      3,  0.89,   0.80,     0.88,     0.91
005487,     5,      6,  0.89,   0.82,     0.74,     1.12
005487,     7,      1,  0.90,   0.87,     0.85,     1.02
005489,     0,      0,  0.83,   0.76,     1.00,     0.76
005489,     1,      1,  0.92,   0.82,     0.95,     0.87
005489,     2,      2,  0.66,   0.61,     0.50,     1.21
005494,     0,      0,  0.86,   0.77,     0.91,     0.85
005494,     1,      2,  0.72,   0.63,     0.95,     0.66
005498,     0,      1,  0.83,   0.82,     0.83,     0.99
005498,     1,      2,  0.93,   0.82,     0.93,     0.87
005498,     2,      0,  0.94,   0.79,     1.00,     0.79
005498,     3,      3,  0.94,   0.84,     0.91,     0.93
005498,     4,      4,  0.92,   0.83,     0.78,     1.06
005498,     7,      7,  0.89,   0.77,     0.61,     1.26
005498,     8,      6,  0.88,   0.78,     0.61,     1.27
005505,     0,      0,  0.94,   0.77,     1.00,     0.77
005505,     1,      2,  0.88,   0.76,     1.00,     0.76
005505,     2,      3,  0.91,   0.89,     0.84,     1.06
005505,     3,      1,  0.85,   0.79,     0.94,     0.84
005505,     4,      5,  0.93,   0.84,     0.82,     1.02
005505,     5,      4,  0.84,   0.83,     0.82,     1.01
005511,     0,      0,  0.88,   0.83,     0.84,     0.98
005511,     1,      1,  0.86,   0.81,     0.69,     1.18
005514,     1,      2,  0.87,   0.76,     1.00,     0.76
005514,     2,      1,  0.92,   0.80,     0.92,     0.87
005514,     3,      3,  0.80,   0.78,     0.88,     0.89
005514,     4,      4,  0.84,   0.86,     0.84,     1.01
005514,     5,      5,  0.82,   0.83,     0.73,     1.15
005515,     2,      0,  0.84,   0.80,     0.87,     0.92
005515,     3,      2,  0.62,   0.58,     0.89,     0.65
005523,     0,      2,  0.91,   0.79,     1.00,     0.79
005523,     1,      1,  0.90,   0.77,     1.00,     0.77
005523,     2,      0,  0.93,   0.76,     1.00,     0.76
005523,     3,      3,  0.84,   0.77,     0.93,     0.82
005523,     6,      4,  0.81,   0.78,     0.81,     0.96
005528,     0,      5,  0.89,   0.48,     0.32,     1.50
005528,     6,      0,  0.78,   0.70,     0.95,     0.73
005528,     7,      1,  0.82,   0.78,     0.86,     0.92
005531,     0,      0,  0.95,   0.77,     1.00,     0.77
005531,     1,      1,  0.83,   0.79,     0.92,     0.86
005531,     2,      2,  0.85,   0.83,     0.70,     1.19
005534,     0,      2,  0.88,   0.77,     0.93,     0.83
005534,     1,      0,  0.87,   0.80,     0.93,     0.85
005534,     2,      3,  0.83,   0.79,     0.87,     0.91
005534,     4,      4,  0.85,   0.85,     0.75,     1.12
005534,     6,      1,  0.88,   0.77,     1.00,     0.77
005538,     0,      1,  0.66,   0.61,     0.54,     1.14
005538,     2,      0,  0.90,   0.79,     0.90,     0.88
005542,     0,      3,  0.87,   0.53,     0.42,     1.25
005542,     2,      2,  0.93,   0.86,     0.91,     0.95
005542,     3,      1,  0.96,   0.79,     1.00,     0.79
005542,     7,      4,  0.78,   0.77,     0.74,     1.04
005542,     8,     10,  0.70,   0.35,     0.22,     1.60
005542,    10,      5,  0.81,   0.80,     0.79,     1.02
005544,     0,      7,  0.04,   0.48,     0.64,     0.75
005544,     2,      0,  0.83,   0.79,     0.88,     0.90
005544,     4,      1,  0.70,   0.75,     0.72,     1.04
005545,     2,      1,  0.63,   0.72,     0.67,     1.09
005546,     0,      0,  0.89,   0.75,     1.00,     0.75
005546,     3,      2,  0.84,   0.72,     0.92,     0.78
005546,     4,      8,  0.85,   0.68,     0.53,     1.27
005546,     5,      4,  0.83,   0.74,     0.91,     0.80
005546,     6,      5,  0.83,   0.74,     0.93,     0.80
005546,     7,     13,  0.77,   0.74,     0.81,     0.91
005546,     8,      9,  0.88,   0.79,     0.84,     0.95
005546,     9,     10,  0.79,   0.67,     0.50,     1.34
005546,    10,     -1,  0.00,   0.00,     0.64,     0.00
005546,    12,      1,  0.93,   0.82,     0.91,     0.91
005546,    13,      7,  0.85,   0.76,     0.69,     1.10
005546,    14,     -1,  0.00,   0.00,     0.42,     0.00
005551,     0,      0,  0.89,   0.83,     0.85,     0.97
005552,     3,      1,  0.93,   0.75,     1.00,     0.75
005552,     4,      0,  0.95,   0.78,     1.00,     0.78
005552,     5,      3,  0.93,   0.79,     0.91,     0.88
005552,     6,      7,  0.83,   0.79,     0.90,     0.88
005552,     7,      6,  0.81,   0.80,     0.85,     0.94
005552,     8,      5,  0.86,   0.83,     0.85,     0.98
005552,     9,      8,  0.94,   0.64,     0.49,     1.29
005552,    10,     11,  0.85,   0.53,     0.33,     1.59
005552,    11,      9,  0.90,   0.78,     0.64,     1.22
005556,     1,      1,  0.94,   0.78,     1.00,     0.78
005556,     2,      2,  0.90,   0.77,     1.00,     0.77
005556,     4,      4,  0.90,   0.78,     0.93,     0.84
005556,     5,      5,  0.95,   0.89,     0.86,     1.03
005557,     0,      3,  0.93,   0.39,     0.29,     1.35
005557,     2,      2,  0.94,   0.87,     0.75,     1.15
005557,     5,      1,  0.95,   0.85,     0.91,     0.93
005557,     6,      4,  0.80,   0.80,     0.71,     1.12
005558,     0,      1,  0.86,   0.87,     0.82,     1.07
005558,     1,      0,  0.80,   0.60,     0.48,     1.24
005558,     2,     -1,  0.00,   0.00,     0.34,     0.00
005560,     0,      2,  0.84,   0.77,     1.00,     0.77
005560,     1,      1,  0.80,   0.81,     0.93,     0.87
005560,     2,      0,  0.89,   0.85,     0.89,     0.95
005560,     3,      3,  0.90,   0.87,     0.90,     0.97
005560,     4,      4,  0.89,   0.89,     0.80,     1.11
005560,     7,      5,  0.90,   0.89,     0.77,     1.16
005565,     0,      0,  0.67,   0.65,     0.81,     0.80
005565,     2,      1,  0.91,   0.85,     0.85,     1.00
005566,     0,      0,  0.89,   0.88,     0.78,     1.13
005566,     3,      2,  0.85,   0.83,     0.73,     1.14
005570,     1,      1,  0.88,   0.77,     1.00,     0.77
005570,     2,      2,  0.91,   0.78,     0.92,     0.86
005570,     3,      3,  0.89,   0.84,     0.88,     0.96
005570,     4,      5,  0.92,   0.74,     0.59,     1.26
005570,     5,      4,  0.88,   0.84,     0.84,     1.00
005570,     6,      6,  0.82,   0.47,     0.32,     1.45
005571,     0,      2,  0.76,   0.45,     0.29,     1.56
005571,     1,      0,  0.81,   0.73,     1.00,     0.73
005572,     1,      0,  0.97,   0.79,     0.90,     0.88
005572,     2,      2,  0.85,   0.80,     0.85,     0.94
005572,     3,      3,  0.79,   0.76,     0.86,     0.88
005573,     0,      7,  0.90,   0.51,     0.39,     1.31
005573,     1,      0,  0.87,   0.76,     1.00,     0.76
005573,     2,      1,  0.90,   0.77,     1.00,     0.77
005573,     3,      5,  0.93,   0.86,     0.80,     1.08
005573,     4,      3,  0.95,   0.85,     0.80,     1.06
005573,     5,      2,  0.93,   0.86,     0.91,     0.94
005573,     9,      4,  0.87,   0.81,     0.70,     1.16
005576,     0,      1,  0.71,   0.69,     0.86,     0.80
005576,     1,      0,  0.94,   0.78,     1.00,     0.78
005576,     2,      2,  0.85,   0.79,     0.85,     0.92
005577,     1,      2,  0.82,   0.81,     0.82,     0.99
005577,     2,      3,  0.88,   0.81,     0.64,     1.27
005577,     3,      0,  0.85,   0.80,     0.87,     0.92
005580,     0,     10,  0.76,   0.79,     0.77,     1.03
005580,     2,      8,  0.91,   0.78,     0.61,     1.29
005580,     3,      5,  0.84,   0.77,     0.93,     0.83
005580,     4,      4,  0.93,   0.86,     0.75,     1.15
005580,     5,      0,  0.85,   0.82,     0.89,     0.92
005580,     6,      3,  0.87,   0.75,     1.00,     0.75
005581,     3,      1,  0.86,   0.80,     0.85,     0.94
005581,     4,      0,  0.81,   0.78,     0.83,     0.94
005586,     0,      0,  0.96,   0.79,     1.00,     0.79
005586,     2,      3,  0.72,   0.60,     0.39,     1.53
005587,     0,      0,  0.83,   0.48,     0.36,     1.35
005588,     2,      8,  0.80,   0.52,     0.34,     1.55
005588,     3,      3,  0.89,   0.77,     0.92,     0.83
005588,     4,      5,  0.88,   0.76,     0.92,     0.82
005588,     5,      1,  0.92,   0.79,     0.93,     0.86
005588,     6,      0,  0.94,   0.78,     1.00,     0.78
005588,     7,      4,  0.84,   0.83,     0.83,     1.00
005588,     8,      6,  0.88,   0.66,     0.49,     1.35
005589,     0,      0,  0.87,   0.78,     1.00,     0.78
005589,     1,      1,  0.93,   0.77,     0.90,     0.86
005589,     2,      3,  0.88,   0.78,     0.90,     0.86
005589,     4,      4,  0.91,   0.80,     0.91,     0.87
005589,     5,      5,  0.88,   0.86,     0.82,     1.04
005590,     0,      0,  0.90,   0.77,     1.00,     0.77
005590,     1,      1,  0.85,   0.75,     1.00,     0.75
005590,     2,      2,  0.85,   0.78,     0.92,     0.85
005595,     3,      8,  0.64,   0.57,     0.93,     0.61
005595,     4,      5,  0.92,   0.78,     0.90,     0.86
005595,     6,      0,  0.94,   0.79,     1.00,     0.79
005595,     7,      6,  0.86,   0.76,     0.94,     0.81
005595,     9,      9,  0.91,   0.79,     0.63,     1.24
005596,     1,      0,  0.91,   0.82,     0.92,     0.89
005596,     2,      1,  0.61,   0.71,     0.64,     1.11
005600,     1,      0,  0.91,   0.80,     1.00,     0.80
005600,     2,      2,  0.75,   0.74,     0.80,     0.93
005602,     2,      3,  0.76,   0.74,     0.84,     0.88
005602,     3,      6,  0.82,   0.78,     0.64,     1.22
005602,     4,      2,  0.88,   0.74,     0.94,     0.79
005602,     5,      4,  0.87,   0.81,     0.89,     0.91
005610,     1,      0,  0.92,   0.75,     1.00,     0.75
005610,     3,      1,  0.97,   0.81,     0.93,     0.87
005610,     4,      5,  0.07,   0.59,     0.77,     0.76
005610,     5,      4,  0.56,   0.57,     0.82,     0.70
005613,     2,      1,  0.92,   0.81,     0.92,     0.88
005616,     0,      0,  0.88,   0.77,     1.00,     0.77
005616,     1,      1,  0.89,   0.74,     1.00,     0.74
005616,     2,      2,  0.85,   0.82,     0.86,     0.95
005616,     3,      3,  0.80,   0.81,     0.76,     1.06
005617,     9,      0,  0.85,   0.84,     0.75,     1.13
005618,     1,      3,  0.91,   0.75,     1.00,     0.75
005618,     2,      2,  0.87,   0.84,     0.91,     0.92
005618,     3,      1,  0.93,   0.79,     0.90,     0.87
005618,     4,      4,  0.79,   0.73,     0.64,     1.14
005618,     5,      7,  0.85,   0.81,     0.67,     1.21
005618,     6,      5,  0.80,   0.84,     0.81,     1.04
005619,     0,      2,  0.82,   0.43,     0.28,     1.52
005619,     1,      0,  0.92,   0.79,     0.93,     0.84
005623,     0,      3,  0.92,   0.78,     1.00,     0.78
005623,     1,      2,  0.92,   0.77,     1.00,     0.77
005623,     2,      0,  0.92,   0.83,     0.90,     0.92
005623,     3,      4,  0.91,   0.86,     0.86,     1.00
005623,     4,      1,  0.89,   0.82,     0.90,     0.91
005623,     5,      5,  0.89,   0.71,     0.55,     1.29
005623,     6,      6,  0.84,   0.81,     0.66,     1.23
005625,     2,      4,  0.96,   0.79,     0.92,     0.86
005625,     3,     13,  0.98,   0.73,     1.00,     0.73
005625,     7,      1,  0.89,   0.77,     0.91,     0.84
005625,     8,      3,  0.74,   0.71,     0.83,     0.86
005625,     9,      8,  0.88,   0.82,     0.86,     0.95
005625,    10,      5,  0.97,   0.83,     0.90,     0.92
005625,    11,     12,  0.88,   0.85,     0.84,     1.02
005625,    12,     10,  0.77,   0.78,     0.84,     0.92
005625,    13,      9,  0.91,   0.82,     0.64,     1.29
005625,    14,      6,  0.91,   0.87,     0.82,     1.06
005630,     1,      0,  0.94,   0.78,     1.00,     0.78
005630,     2,     -1,  0.00,   0.00,     0.42,     0.00
005630,     4,      2,  0.94,   0.79,     0.94,     0.84
005630,     5,     -1,  0.00,   0.00,     0.88,     0.00
005631,     0,      2,  0.98,   0.78,     1.00,     0.78
005631,     2,      1,  0.90,   0.77,     1.00,     0.77
005631,     4,      3,  0.85,   0.81,     0.82,     0.98
005631,     6,      4,  0.87,   0.76,     0.94,     0.80
005634,     0,      0,  0.91,   0.77,     1.00,     0.77
005634,     1,      1,  0.88,   0.76,     1.00,     0.76
005634,     2,      4,  0.86,   0.86,     0.79,     1.09
005634,     3,      2,  0.87,   0.82,     0.89,     0.92
005634,     4,      3,  0.96,   0.83,     0.86,     0.97
005634,     5,      5,  0.85,   0.83,     0.81,     1.03
005635,     0,      0,  0.92,   0.85,     0.87,     0.98
005635,     2,      1,  0.83,   0.82,     0.85,     0.97
005635,     3,      3,  0.62,   0.60,     0.59,     1.02
005638,     1,      0,  0.23,   0.61,     0.76,     0.81
005639,     0,      2,  0.90,   0.76,     1.00,     0.76
005639,     1,      1,  0.93,   0.80,     0.91,     0.88
005639,     2,      0,  0.88,   0.79,     0.93,     0.85
005639,     3,      3,  0.92,   0.83,     0.77,     1.08
005639,     4,      4,  0.91,   0.82,     0.78,     1.06
005639,     5,      5,  0.82,   0.78,     0.87,     0.90
005639,     7,      7,  0.77,   0.46,     0.36,     1.28
005642,     0,      2,  0.72,   0.43,     0.28,     1.55
005642,     2,      1,  0.69,   0.70,     0.75,     0.94
005643,     1,      1,  0.94,   0.79,     1.00,     0.79
005643,     2,      2,  0.96,   0.88,     0.83,     1.05
005649,     0,      1,  0.89,   0.36,     0.23,     1.53
005649,     2,      3,  0.89,   0.85,     0.70,     1.22
005650,     0,      0,  0.73,   0.59,     0.42,     1.42
005652,     0,      7,  0.66,   0.33,     0.23,     1.43
005652,     2,      1,  0.94,   0.80,     0.92,     0.87
005652,     3,      2,  0.94,   0.81,     0.94,     0.86
005652,     4,      3,  0.87,   0.80,     0.69,     1.17
005652,     5,      4,  0.94,   0.87,     0.88,     0.99
005652,     6,      6,  0.85,   0.83,     0.77,     1.08
005656,     0,      1,  0.76,   0.47,     0.34,     1.38
