frame, gt_idx, det_idx,  IoU, JIoU(gt_unc&det_unc), JIoU(gt_unc&gt), JIoU(gt_unc&det), JIoU ratio
006537,     2,      1,  0.67,   0.61,     0.46,     0.41,     1.34
006548,     2,      3,  0.85,   0.67,     0.60,     0.61,     1.11
006549,    11,     12,  0.90,   0.76,     0.64,     0.65,     1.19
006549,    12,      9,  0.88,   0.41,     0.38,     0.36,     1.08
006553,     2,      1,  0.30,   0.44,     0.48,     0.38,     0.92
006556,     3,      3,  0.22,   0.31,     0.27,     0.26,     1.14
006560,     2,      2,  0.81,   0.55,     0.46,     0.47,     1.19
006561,     2,      1,  0.65,   0.63,     0.55,     0.43,     1.15
006563,     2,      2,  0.60,   0.50,     0.38,     0.37,     1.34
006568,     7,      8,  0.48,   0.56,     0.64,     0.49,     0.87
006568,     8,      6,  0.81,   0.76,     0.64,     0.58,     1.18
006576,     3,      3,  0.70,   0.66,     0.69,     0.57,     0.96
006588,     4,      4,  0.79,   0.63,     0.65,     0.59,     0.96
006588,     5,      7,  0.88,   0.68,     0.63,     0.61,     1.07
006590,     0,      1,  0.71,   0.62,     0.62,     0.59,     1.00
006590,     4,     -1,  0.00,   0.00,     0.23,     0.00,     0.00
006595,     5,      4,  0.93,   0.67,     0.62,     0.62,     1.09
006602,     5,      6,  0.78,   0.74,     0.68,     0.66,     1.08
006602,     8,      8,  0.83,   0.67,     0.59,     0.58,     1.14
006611,     5,      4,  0.64,   0.62,     0.64,     0.53,     0.97
006612,     6,      6,  0.82,   0.69,     0.64,     0.62,     1.08
006618,     3,      3,  0.81,   0.75,     0.66,     0.65,     1.14
006623,     0,      2,  0.70,   0.37,     0.31,     0.31,     1.18
006624,     3,     -1,  0.00,   0.00,     0.35,     0.00,     0.00
006624,     5,     -1,  0.00,   0.00,     0.38,     0.00,     0.00
006625,     4,      5,  0.93,   0.54,     0.47,     0.47,     1.15
006625,     5,     12,  0.85,   0.29,     0.26,     0.21,     1.15
006625,     6,      7,  0.86,   0.73,     0.68,     0.65,     1.08
006625,     7,      6,  0.80,   0.63,     0.58,     0.55,     1.08
006625,     9,      8,  0.00,   0.63,     0.70,     0.00,     0.90
006628,     7,      7,  0.79,   0.60,     0.51,     0.50,     1.19
006629,     3,      5,  0.67,   0.65,     0.69,     0.60,     0.95
006629,     5,      4,  0.71,   0.30,     0.25,     0.28,     1.24
006633,     0,      3,  0.79,   0.42,     0.36,     0.37,     1.15
006637,     0,      2,  0.86,   0.53,     0.50,     0.50,     1.05
006637,     7,      7,  0.03,   0.60,     0.63,     0.02,     0.96
006637,     8,     -1,  0.00,   0.00,     0.64,     0.00,     0.00
006638,     0,      8,  0.56,   0.55,     0.46,     0.26,     1.21
006641,     0,      0,  0.62,   0.61,     0.63,     0.53,     0.97
006643,     0,      1,  0.67,   0.38,     0.33,     0.33,     1.14
006655,     5,      5,  0.90,   0.57,     0.50,     0.51,     1.14
006655,     6,      7,  0.78,   0.39,     0.30,     0.28,     1.27
006655,     7,      6,  0.79,   0.56,     0.48,     0.48,     1.16
006655,     8,     -1,  0.00,   0.00,     0.44,     0.00,     0.00
006658,     0,      1,  0.92,   0.44,     0.41,     0.41,     1.06
006659,     5,      4,  0.85,   0.53,     0.50,     0.48,     1.06
006660,    10,      8,  0.93,   0.74,     0.69,     0.69,     1.07
006664,     4,      5,  0.21,   0.28,     0.62,     0.23,     0.45
006667,     0,      1,  0.74,   0.46,     0.43,     0.42,     1.06
006667,     4,     -1,  0.00,   0.00,     0.25,     0.00,     0.00
006674,     1,      2,  0.85,   0.68,     0.62,     0.60,     1.09
006678,     4,      9,  0.80,   0.41,     0.36,     0.36,     1.17
006679,     5,      6,  0.73,   0.41,     0.35,     0.31,     1.18
006682,    14,      1,  0.79,   0.72,     0.67,     0.60,     1.07
006686,     3,      1,  0.76,   0.56,     0.55,     0.53,     1.01
006695,     2,      4,  0.85,   0.66,     0.69,     0.61,     0.96
006695,     7,      5,  0.88,   0.61,     0.59,     0.56,     1.04
006698,     0,      8,  0.77,   0.40,     0.36,     0.31,     1.10
006710,     6,      5,  0.82,   0.47,     0.42,     0.41,     1.10
006713,     0,      1,  0.65,   0.44,     0.38,     0.39,     1.16
006714,     1,     -1,  0.00,   0.00,     0.32,     0.00,     0.00
006726,     3,      8,  0.00,   0.48,     0.40,     0.00,     1.22
006731,     6,      6,  0.77,   0.54,     0.51,     0.43,     1.06
006731,     7,     -1,  0.00,   0.00,     0.41,     0.00,     0.00
006733,     8,     -1,  0.00,   0.00,     0.48,     0.00,     0.00
006733,    10,      8,  0.86,   0.78,     0.68,     0.67,     1.14
006734,     5,      2,  0.89,   0.36,     0.34,     0.34,     1.07
006745,     2,      0,  0.80,   0.45,     0.36,     0.27,     1.25
006747,     2,      1,  0.87,   0.80,     0.69,     0.67,     1.16
006752,     7,      6,  0.80,   0.40,     0.35,     0.33,     1.15
006753,     6,      4,  0.87,   0.76,     0.68,     0.67,     1.12
006754,     4,      5,  0.85,   0.57,     0.51,     0.50,     1.11
006758,     2,      3,  0.81,   0.34,     0.31,     0.31,     1.12
006759,     0,      6,  0.25,   0.31,     0.22,     0.22,     1.36
006761,     0,      2,  0.83,   0.43,     0.35,     0.34,     1.23
006762,     0,      0,  0.86,   0.32,     0.27,     0.27,     1.19
006765,     7,      6,  0.84,   0.39,     0.37,     0.34,     1.07
006767,     1,      2,  0.88,   0.69,     0.66,     0.64,     1.06
006770,     4,      4,  0.93,   0.52,     0.47,     0.47,     1.10
006772,     4,      3,  0.87,   0.66,     0.60,     0.60,     1.10
006772,     5,      5,  0.76,   0.70,     0.67,     0.63,     1.04
006773,     0,      0,  0.89,   0.41,     0.39,     0.38,     1.05
006780,     7,      4,  0.86,   0.68,     0.66,     0.65,     1.02
006780,     8,     13,  0.30,   0.64,     0.63,     0.30,     1.00
006781,     5,      6,  0.88,   0.66,     0.58,     0.58,     1.13
006783,    12,      9,  0.91,   0.76,     0.68,     0.69,     1.12
006786,     0,      0,  0.75,   0.38,     0.33,     0.33,     1.14
006789,     4,     10,  0.07,   0.61,     0.65,     0.04,     0.94
006791,     4,      5,  0.88,   0.54,     0.48,     0.45,     1.12
006794,     0,     -1,  0.00,   0.00,     0.24,     0.00,     0.00
006798,     8,      7,  0.43,   0.43,     0.61,     0.38,     0.69
006798,     9,      8,  0.84,   0.76,     0.67,     0.67,     1.14
006808,     2,      2,  0.91,   0.71,     0.63,     0.64,     1.12
006813,    12,      5,  0.07,   0.57,     0.64,     0.06,     0.89
006822,     4,      3,  0.94,   0.42,     0.36,     0.36,     1.14
006833,    11,     14,  0.69,   0.31,     0.29,     0.28,     1.06
006833,    17,     -1,  0.00,   0.00,     0.32,     0.00,     0.00
006836,     0,      2,  0.76,   0.32,     0.27,     0.28,     1.19
006841,     0,      0,  0.65,   0.55,     0.48,     0.45,     1.14
006843,     6,      5,  0.65,   0.44,     0.40,     0.40,     1.10
006844,     4,      4,  0.86,   0.50,     0.47,     0.45,     1.07
006844,     5,      9,  0.84,   0.69,     0.65,     0.61,     1.07
006844,     6,      5,  0.84,   0.62,     0.57,     0.54,     1.08
006844,     7,      6,  0.76,   0.72,     0.69,     0.65,     1.04
006853,     0,      7,  0.93,   0.45,     0.42,     0.40,     1.06
006853,     4,      3,  0.75,   0.33,     0.32,     0.30,     1.04
006854,     1,      3,  0.60,   0.62,     0.51,     0.48,     1.20
006856,     0,      2,  0.92,   0.46,     0.43,     0.43,     1.05
006856,     4,      3,  0.74,   0.48,     0.44,     0.42,     1.09
006858,     4,      4,  0.61,   0.55,     0.57,     0.44,     0.96
006862,     0,      8,  0.97,   0.40,     0.37,     0.37,     1.09
006862,     4,     10,  0.81,   0.59,     0.56,     0.52,     1.07
006868,     5,      4,  0.84,   0.62,     0.60,     0.54,     1.03
006870,     4,      5,  0.82,   0.68,     0.65,     0.62,     1.04
006870,     6,     -1,  0.00,   0.00,     0.44,     0.00,     0.00
006870,     7,     -1,  0.00,   0.00,     0.29,     0.00,     0.00
006879,     7,      5,  0.86,   0.76,     0.69,     0.67,     1.11
006884,     0,      1,  0.80,   0.35,     0.31,     0.31,     1.12
006885,     1,      3,  0.85,   0.51,     0.47,     0.45,     1.08
006885,     3,      2,  0.79,   0.69,     0.61,     0.62,     1.12
006885,     5,      5,  0.68,   0.59,     0.55,     0.52,     1.09
006889,     0,      4,  0.87,   0.50,     0.47,     0.46,     1.07
006889,     5,      7,  0.29,   0.66,     0.67,     0.26,     0.99
006889,     8,      6,  0.88,   0.79,     0.66,     0.66,     1.20
006895,     0,      2,  0.78,   0.45,     0.43,     0.41,     1.05
006895,     4,      6,  0.53,   0.44,     0.32,     0.34,     1.38
006897,     4,     11,  0.73,   0.36,     0.29,     0.30,     1.25
006897,     6,      5,  0.82,   0.52,     0.46,     0.47,     1.12
006898,     0,     -1,  0.00,   0.00,     0.56,     0.00,     0.00
006899,     2,      1,  0.71,   0.69,     0.68,     0.65,     1.01
006910,     7,      7,  0.71,   0.42,     0.31,     0.31,     1.37
006913,     0,      1,  0.00,   0.63,     0.43,     0.00,     1.47
006913,     4,     -1,  0.00,   0.00,     0.32,     0.00,     0.00
006917,     3,      4,  0.83,   0.44,     0.42,     0.38,     1.05
006922,     8,      7,  0.89,   0.72,     0.68,     0.67,     1.06
006928,     0,      1,  0.95,   0.53,     0.49,     0.49,     1.07
006928,     3,     -1,  0.00,   0.00,     0.35,     0.00,     0.00
006928,     6,     -1,  0.00,   0.00,     0.44,     0.00,     0.00
006928,     7,      5,  0.91,   0.52,     0.44,     0.45,     1.18
006928,     8,      4,  0.68,   0.25,     0.21,     0.19,     1.21
006930,     0,      0,  0.72,   0.38,     0.32,     0.31,     1.18
006936,     5,      4,  0.83,   0.71,     0.67,     0.60,     1.06
006942,     8,      7,  0.84,   0.72,     0.64,     0.64,     1.13
006942,    10,     -1,  0.00,   0.00,     0.20,     0.00,     0.00
006942,    11,      9,  0.83,   0.53,     0.43,     0.40,     1.23
006944,     4,      4,  0.77,   0.45,     0.41,     0.38,     1.10
006948,     5,      6,  0.88,   0.62,     0.57,     0.53,     1.09
006948,     6,      8,  0.79,   0.56,     0.55,     0.50,     1.01
006954,     0,      3,  0.72,   0.39,     0.34,     0.35,     1.16
006956,     2,      2,  0.43,   0.39,     0.48,     0.34,     0.81
006959,     0,      3,  0.79,   0.36,     0.29,     0.32,     1.27
006959,     3,      2,  0.81,   0.69,     0.60,     0.59,     1.14
006960,     4,      4,  0.88,   0.51,     0.45,     0.44,     1.13
006960,     5,     -1,  0.00,   0.00,     0.34,     0.00,     0.00
006964,     0,      1,  0.67,   0.46,     0.39,     0.41,     1.16
006968,     3,      4,  0.85,   0.73,     0.68,     0.66,     1.07
006968,     5,      5,  0.66,   0.34,     0.27,     0.31,     1.27
006982,     2,      2,  0.90,   0.71,     0.66,     0.64,     1.07
006982,     4,      1,  0.72,   0.61,     0.56,     0.54,     1.10
006987,     4,      5,  0.83,   0.56,     0.50,     0.47,     1.10
006989,     0,      1,  0.69,   0.54,     0.53,     0.50,     1.01
006989,     3,     -1,  0.00,   0.00,     0.32,     0.00,     0.00
006990,     4,      4,  0.87,   0.68,     0.65,     0.65,     1.05
006990,     5,     -1,  0.00,   0.00,     0.40,     0.00,     0.00
006992,     9,      8,  0.84,   0.73,     0.69,     0.67,     1.06
006997,     0,      1,  0.86,   0.31,     0.25,     0.25,     1.24
006997,     3,      3,  0.37,   0.66,     0.64,     0.31,     1.03
006999,     0,      2,  0.85,   0.34,     0.30,     0.30,     1.14
007000,     6,      5,  0.51,   0.63,     0.54,     0.42,     1.16
007010,     2,      3,  0.19,   0.64,     0.60,     0.15,     1.06
007011,     6,      5,  0.90,   0.66,     0.62,     0.62,     1.06
007012,     0,      1,  0.84,   0.47,     0.45,     0.45,     1.03
007014,     5,      4,  0.90,   0.56,     0.50,     0.50,     1.12
007014,     6,      9,  0.69,   0.61,     0.62,     0.53,     0.99
007015,     0,      4,  0.92,   0.31,     0.29,     0.29,     1.08
007015,     8,      5,  0.93,   0.66,     0.60,     0.60,     1.11
007016,     0,      2,  0.81,   0.50,     0.44,     0.43,     1.14
007019,     4,      6,  0.84,   0.55,     0.56,     0.53,     0.99
007019,     5,     10,  0.32,   0.55,     0.55,     0.22,     1.00
007019,     6,      7,  0.81,   0.46,     0.41,     0.41,     1.12
007019,     7,     -1,  0.00,   0.00,     0.33,     0.00,     0.00
007022,     4,      3,  0.65,   0.35,     0.38,     0.30,     0.93
007026,     5,      9,  0.78,   0.60,     0.55,     0.54,     1.10
007028,     4,      2,  0.87,   0.45,     0.43,     0.42,     1.04
007029,     4,      4,  0.74,   0.71,     0.68,     0.64,     1.04
007030,     0,      1,  0.84,   0.36,     0.32,     0.32,     1.13
007031,     5,      6,  0.89,   0.57,     0.48,     0.50,     1.19
007031,     6,     -1,  0.00,   0.00,     0.33,     0.00,     0.00
007031,     7,      5,  0.72,   0.59,     0.54,     0.50,     1.08
007031,     8,     -1,  0.00,   0.00,     0.21,     0.00,     0.00
007037,     2,      3,  0.28,   0.48,     0.37,     0.12,     1.31
007038,     0,      3,  0.80,   0.31,     0.26,     0.28,     1.18
007043,     3,     -1,  0.00,   0.00,     0.38,     0.00,     0.00
007047,     3,      7,  0.72,   0.72,     0.66,     0.61,     1.08
007048,     2,      1,  0.20,   0.32,     0.30,     0.27,     1.08
007056,     4,      3,  0.71,   0.67,     0.68,     0.57,     0.98
007063,     3,      3,  0.89,   0.75,     0.65,     0.65,     1.16
007068,     3,      1,  0.71,   0.66,     0.70,     0.58,     0.95
007074,     1,      1,  0.91,   0.31,     0.27,     0.28,     1.15
007081,     7,      7,  0.28,   0.35,     0.30,     0.30,     1.17
007083,     0,      1,  0.84,   0.30,     0.26,     0.25,     1.18
007087,     5,      6,  0.85,   0.46,     0.41,     0.41,     1.14
007087,     6,      5,  0.70,   0.29,     0.27,     0.21,     1.06
007087,     7,      7,  0.65,   0.55,     0.53,     0.49,     1.03
007087,     8,     10,  0.72,   0.41,     0.33,     0.26,     1.23
007088,     4,      3,  0.59,   0.66,     0.60,     0.43,     1.10
007089,     2,      3,  0.72,   0.28,     0.23,     0.21,     1.25
007091,     3,      5,  0.86,   0.48,     0.47,     0.45,     1.02
007091,     5,      6,  0.44,   0.60,     0.64,     0.40,     0.94
007098,     0,      1,  0.69,   0.59,     0.55,     0.50,     1.08
007098,     3,      2,  0.89,   0.44,     0.36,     0.35,     1.23
007117,     5,      5,  0.87,   0.65,     0.61,     0.60,     1.07
007119,     2,      2,  0.00,   0.61,     0.35,     0.00,     1.76
007120,     2,     -1,  0.00,   0.00,     0.47,     0.00,     0.00
007122,     0,      6,  0.28,   0.55,     0.59,     0.19,     0.94
007125,     0,      1,  0.59,   0.54,     0.57,     0.51,     0.94
007135,     2,      4,  0.87,   0.72,     0.66,     0.61,     1.10
007139,     1,      1,  0.77,   0.59,     0.62,     0.53,     0.96
007145,     1,      2,  0.89,   0.74,     0.68,     0.66,     1.09
007145,     2,      4,  0.87,   0.76,     0.65,     0.66,     1.16
007145,     4,      5,  0.89,   0.60,     0.54,     0.53,     1.11
007149,     5,      3,  0.74,   0.34,     0.28,     0.31,     1.21
007157,     0,      6,  0.83,   0.38,     0.32,     0.32,     1.21
007157,     3,      1,  0.82,   0.43,     0.37,     0.39,     1.16
007162,     0,      7,  0.82,   0.34,     0.32,     0.31,     1.07
007162,     4,      3,  0.90,   0.64,     0.58,     0.58,     1.09
007163,     6,      6,  0.69,   0.53,     0.50,     0.47,     1.06
007163,     7,     -1,  0.00,   0.00,     0.22,     0.00,     0.00
007164,     0,      3,  0.76,   0.41,     0.33,     0.33,     1.25
007166,     5,      8,  0.78,   0.62,     0.56,     0.53,     1.11
007166,     7,      7,  0.89,   0.57,     0.52,     0.50,     1.09
007169,     6,      6,  0.85,   0.72,     0.66,     0.63,     1.09
007169,     7,      7,  0.92,   0.75,     0.67,     0.66,     1.13
007172,     2,      1,  0.22,   0.36,     0.31,     0.24,     1.17
007174,     6,     10,  0.92,   0.66,     0.58,     0.55,     1.15
007176,     0,      2,  0.88,   0.60,     0.59,     0.56,     1.03
007176,     2,      1,  0.76,   0.39,     0.35,     0.34,     1.13
007178,     3,      5,  0.70,   0.56,     0.50,     0.47,     1.14
007178,     5,     -1,  0.00,   0.00,     0.64,     0.00,     0.00
007182,     7,      6,  0.84,   0.22,     0.20,     0.21,     1.11
007182,     8,      5,  0.81,   0.68,     0.68,     0.64,     1.00
007183,     4,      5,  0.94,   0.44,     0.36,     0.36,     1.22
007200,     6,      7,  0.93,   0.54,     0.51,     0.50,     1.06
007200,     7,      8,  0.86,   0.71,     0.65,     0.63,     1.09
007204,     3,      3,  0.72,   0.31,     0.28,     0.25,     1.10
007205,     0,      2,  0.93,   0.29,     0.23,     0.23,     1.26
007207,     2,      0,  0.91,   0.72,     0.67,     0.63,     1.08
007208,     4,     14,  0.09,   0.56,     0.68,     0.05,     0.82
007208,     5,      8,  0.79,   0.61,     0.52,     0.52,     1.17
007208,     8,      7,  0.87,   0.61,     0.49,     0.50,     1.24
007219,     1,      1,  0.78,   0.57,     0.53,     0.52,     1.07
007219,     3,      2,  0.19,   0.68,     0.68,     0.19,     0.99
007225,     3,      3,  0.92,   0.70,     0.64,     0.64,     1.09
007225,     5,      5,  0.73,   0.34,     0.24,     0.29,     1.45
007233,     7,      7,  0.74,   0.65,     0.66,     0.61,     0.99
007233,     8,      8,  0.84,   0.40,     0.37,     0.35,     1.07
007238,     0,      1,  0.59,   0.43,     0.36,     0.38,     1.19
007240,     0,     -1,  0.00,   0.00,     0.30,     0.00,     0.00
007244,     1,      1,  0.87,   0.68,     0.64,     0.63,     1.06
007244,     3,      2,  0.71,   0.74,     0.70,     0.64,     1.07
007247,     0,      1,  0.85,   0.29,     0.24,     0.24,     1.22
007252,     0,      0,  0.65,   0.49,     0.44,     0.44,     1.10
007255,     0,     -1,  0.00,   0.00,     0.36,     0.00,     0.00
007256,     6,      6,  0.87,   0.68,     0.67,     0.64,     1.02
007260,     8,      7,  0.63,   0.26,     0.20,     0.21,     1.27
007260,     9,      6,  0.76,   0.37,     0.36,     0.35,     1.04
007261,     3,      3,  0.95,   0.62,     0.58,     0.58,     1.07
007262,     0,      0,  0.87,   0.34,     0.29,     0.29,     1.17
007266,     3,      3,  0.74,   0.59,     0.55,     0.51,     1.07
007266,     5,     -1,  0.00,   0.00,     0.64,     0.00,     0.00
007273,     0,      5,  0.93,   0.35,     0.33,     0.32,     1.07
007273,     6,      6,  0.67,   0.41,     0.41,     0.33,     1.00
007277,     5,      5,  0.63,   0.46,     0.40,     0.38,     1.15
007280,     5,      2,  0.85,   0.40,     0.39,     0.36,     1.02
007283,     5,      4,  0.90,   0.75,     0.70,     0.68,     1.08
007287,     1,      1,  0.77,   0.73,     0.69,     0.66,     1.06
007290,     3,      0,  0.89,   0.50,     0.44,     0.47,     1.12
007292,     0,      2,  0.85,   0.28,     0.25,     0.24,     1.14
007292,     2,      1,  0.02,   0.66,     0.57,     0.03,     1.16
007294,     3,      1,  0.94,   0.56,     0.51,     0.52,     1.09
007302,     0,      0,  0.65,   0.50,     0.46,     0.45,     1.08
007309,     6,      5,  0.75,   0.61,     0.64,     0.55,     0.96
007309,     7,      8,  0.95,   0.40,     0.36,     0.36,     1.14
007315,    10,      9,  0.89,   0.60,     0.54,     0.53,     1.12
007323,     3,      6,  0.89,   0.70,     0.61,     0.60,     1.14
007323,     6,      8,  0.90,   0.69,     0.62,     0.60,     1.11
007325,     2,      6,  0.89,   0.60,     0.54,     0.54,     1.12
007329,     0,      2,  0.95,   0.40,     0.38,     0.38,     1.06
007329,     3,      5,  0.03,   0.34,     0.28,     0.01,     1.22
007329,     6,      3,  0.88,   0.37,     0.32,     0.33,     1.15
007330,     5,      5,  0.85,   0.68,     0.61,     0.62,     1.11
007331,     0,      0,  0.77,   0.40,     0.33,     0.36,     1.20
007337,     6,      6,  0.78,   0.67,     0.58,     0.56,     1.15
007339,     0,      5,  0.91,   0.39,     0.36,     0.36,     1.08
007339,     4,      9,  0.80,   0.67,     0.62,     0.59,     1.08
007342,     7,      7,  0.88,   0.61,     0.56,     0.54,     1.08
007342,     8,     12,  0.80,   0.54,     0.42,     0.40,     1.27
007350,     5,      6,  0.84,   0.39,     0.36,     0.38,     1.08
007350,     7,      8,  0.81,   0.42,     0.40,     0.35,     1.05
007350,     8,      9,  0.91,   0.48,     0.40,     0.40,     1.20
007353,     6,      5,  0.91,   0.73,     0.65,     0.65,     1.11
007353,     7,      8,  0.81,   0.69,     0.59,     0.60,     1.18
007360,     0,      6,  0.75,   0.24,     0.23,     0.22,     1.05
007360,     4,      2,  0.86,   0.73,     0.68,     0.67,     1.07
007364,     7,      6,  0.86,   0.59,     0.52,     0.53,     1.12
007376,     4,      2,  0.75,   0.63,     0.57,     0.53,     1.10
007382,     4,      3,  0.64,   0.70,     0.63,     0.54,     1.11
007384,     3,      4,  0.75,   0.73,     0.68,     0.66,     1.06
007384,     4,      3,  0.80,   0.71,     0.64,     0.61,     1.10
007385,     0,      4,  0.82,   0.33,     0.28,     0.28,     1.19
007391,     0,      1,  0.76,   0.35,     0.31,     0.31,     1.15
007403,     5,      5,  0.78,   0.51,     0.41,     0.42,     1.24
007405,     2,      2,  0.75,   0.54,     0.44,     0.43,     1.24
007413,     1,      1,  0.82,   0.44,     0.38,     0.40,     1.15
007415,     0,      3,  0.81,   0.41,     0.34,     0.36,     1.21
007415,     3,      2,  0.78,   0.76,     0.68,     0.62,     1.13
007419,     0,      2,  0.83,   0.39,     0.34,     0.35,     1.17
007421,     8,      8,  0.91,   0.71,     0.64,     0.63,     1.11
007421,     9,     11,  0.82,   0.44,     0.33,     0.32,     1.35
007421,    10,      9,  0.92,   0.72,     0.68,     0.68,     1.07
007422,     9,     10,  0.82,   0.76,     0.64,     0.62,     1.18
007424,    10,     10,  0.91,   0.38,     0.34,     0.34,     1.12
007426,     3,      5,  0.70,   0.58,     0.47,     0.44,     1.24
007433,     4,      4,  0.93,   0.69,     0.64,     0.64,     1.09
007437,     4,      4,  0.75,   0.47,     0.37,     0.37,     1.24
007440,     2,      3,  0.87,   0.65,     0.64,     0.60,     1.02
007440,     4,     11,  0.84,   0.35,     0.25,     0.25,     1.40
007440,     7,      4,  0.85,   0.61,     0.56,     0.56,     1.08
007445,     4,     -1,  0.00,   0.00,     0.33,     0.00,     0.00
007445,     6,      4,  0.58,   0.50,     0.41,     0.36,     1.22
007456,     2,      2,  0.74,   0.70,     0.66,     0.61,     1.06
007458,    10,     10,  0.76,   0.39,     0.37,     0.35,     1.06
007458,    12,     -1,  0.00,   0.00,     0.46,     0.00,     0.00
007458,    17,     18,  0.05,   0.46,     0.53,     0.03,     0.87
007458,    18,     11,  0.89,   0.53,     0.47,     0.49,     1.13
007462,     4,      7,  0.88,   0.65,     0.59,     0.58,     1.10
007462,     6,      8,  0.85,   0.37,     0.35,     0.31,     1.03
007462,     7,      6,  0.87,   0.48,     0.46,     0.42,     1.05
007466,     1,      5,  0.42,   0.29,     0.20,     0.07,     1.42
007466,     3,      2,  0.72,   0.75,     0.68,     0.63,     1.10
007467,     2,      2,  0.78,   0.60,     0.56,     0.53,     1.07
007468,     0,      1,  0.94,   0.39,     0.36,     0.36,     1.08
007469,     2,      1,  0.90,   0.41,     0.29,     0.29,     1.43
007470,     7,      7,  0.74,   0.57,     0.54,     0.51,     1.04
007478,     0,      0,  0.68,   0.48,     0.36,     0.37,     1.32
007480,    11,     10,  0.96,   0.58,     0.51,     0.51,     1.13
